Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Alloy1;Alloy2;HEAT;LOT;BATCH;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Sc;Sc Error;Ca;Ca Error;K;K Error;S;S Error;Ba;Ba Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Cd;Cd Error;Ag;Ag Error;Pd;Pd Error;Ce;Ce Error;La;La Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error;Ru;Ru Error
296;05.10.2023 12:23;TestAll Geo;537,41;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;323,63;2,73;48,83;1,19;<LOD;2,26;35,5;1,29;4,84;0,45;16,73;2,16;<LOD;1,5;4,53;1,75;<LOD;20,79;0,33;0,1;26,55;3,52;<LOD;23,26;41,93;6,3;73,6;11,21;53,29;34,87;29106,07;121,05;221,94;22,02;89,17;4,82;82,17;3,98;4899,86;29,92;1;0,38;871,42;17,53;4298,84;47,29;334,88;39,68;717,75;20,28;90,79;7,16;553,2;13,74;90,68;5,58;1,6;0,41;<LOD;4,83;<LOD;2,62;50,67;4,83;265,66;17,05;152,81;13,9;637965,56;1859,57;20,51;1,12;24;1,08;<LOD;27,9;<LOD;1,5;<LOD;1,5;<LOD;1,5;84184,15;968,88;4075,98;82,99;220782,98;838,13;2826,15;34,52;<LOD;1279,83;;
297;05.10.2023 12:31;TestAll Geo;330,02;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;298,68;3,71;44,18;1,61;<LOD;3,03;26,09;1,64;5,79;0,66;20,6;3,14;<LOD;1,75;<LOD;3,78;<LOD;29,59;0,45;0,15;35,55;5,46;<LOD;33,39;31,28;8,38;98,45;15,95;<LOD;103,57;48561,88;219,46;338,59;35,41;235,87;11,62;118,14;6,94;6547,06;53,93;1,47;0,87;1277,14;39,1;5386,46;97,98;332,34;84,71;572,65;23,47;<LOD;12,16;410,52;15,31;45,38;6,23;<LOD;0,69;<LOD;6,41;<LOD;3,69;38,34;5,51;312,21;21,92;191,97;17,84;598422,38;2338,16;22,28;1,62;32,38;1,62;<LOD;40,81;<LOD;1,5;<LOD;1,5;<LOD;1,5;121106,11;1255,8;5062,86;86,65;205312,83;933,36;2046,44;30,37;<LOD;1280,81;;
298;05.10.2023 12:42;TestAll Geo;330,05;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;285,42;3,56;38,22;1,5;<LOD;2,96;25,12;1,58;5,37;0,64;18,19;3;<LOD;1,69;6,22;2,47;<LOD;29,81;0,37;0,14;30,38;5,16;<LOD;31,99;<LOD;13;<LOD;27,79;<LOD;101,33;47180,68;211,77;294,22;33,54;207,95;11,58;106,79;6,61;5618,43;49,04;1,33;0,85;1222,84;38,13;4474,22;92;246,97;81,92;442,08;22,03;<LOD;11,55;385,33;14,61;33,11;5,91;<LOD;0,66;<LOD;6,32;<LOD;3,58;32,79;5,21;280,08;21,21;172,1;17,33;598260,94;2276,53;19,83;1,56;30,67;1,56;<LOD;39,84;<LOD;1,5;<LOD;1,5;<LOD;1,5;116622,26;1208,33;4075,67;78,81;214254,28;941,62;2055,7;29,92;<LOD;1245,74;;
299;05.10.2023 12:49;TestAll Geo;330,62;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;332,42;4,1;51,97;1,81;<LOD;3,35;28,54;1,79;6,32;0,72;21,37;3,35;<LOD;2,03;6,2;2,74;<LOD;31,33;0,39;0,16;38,6;5,99;<LOD;35,67;<LOD;14,47;127,16;17,56;<LOD;115,57;60426,36;257,23;388,9;39,56;234,08;11,24;110,64;6,91;6432,92;53,86;1,64;0,85;1234,79;38,08;5077,04;95,2;273,61;81,76;633,27;24,65;14,08;8,49;452,5;16,2;53,54;6,53;<LOD;0,72;<LOD;6,76;<LOD;3,77;41,86;5,78;305,11;22,89;189,77;18,69;564237,31;2553,39;24,95;1,75;35,98;1,77;<LOD;45,71;<LOD;1,5;<LOD;1,5;<LOD;1,5;137504,03;1384,59;7122,52;99,75;211367,81;956,66;2178,11;30,91;<LOD;1340,22;;
300;05.10.2023 13:01;TestAll Geo;330,55;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;477,04;4,85;63,75;1,99;<LOD;3,64;36,95;1,99;5,03;0,69;17,87;3,28;<LOD;2,08;8,2;2,76;<LOD;32,89;0,28;0,16;42,88;6,24;<LOD;36,73;<LOD;15,38;85,62;17,69;<LOD;115,87;61330,85;261,74;347,64;38,95;202,12;9,8;105,51;7,9;7402,1;63,74;1,47;0,75;1042,72;34,6;6259,96;96,59;394,09;78,68;366,3;25,14;<LOD;13,24;352,56;16,71;27,42;6,81;<LOD;0,75;<LOD;7,45;<LOD;4,34;30,25;6,02;237,61;23,79;153;19,6;565210,69;2654,64;26,3;1,77;33,57;1,77;<LOD;43,91;<LOD;1,5;<LOD;1,5;<LOD;1,5;117478,76;1378,4;7492,78;114,08;224163,36;1023,06;2839,09;39;<LOD;1611,29;;
301;05.10.2023 13:07;TestAll Geo;330,43;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;503,89;5,51;66,19;2,24;<LOD;3,98;42,23;2,28;6,4;0,82;21,11;3,81;<LOD;2,76;9,94;3,23;<LOD;39,88;<LOD;0,27;52,8;7,53;<LOD;45,96;46,72;11,76;118,2;21,52;<LOD;133,08;71459,55;312,96;436,28;46,58;149,93;7,52;98,9;7,94;5093,25;47,38;<LOD;0,86;814,97;26,77;4384,38;74,33;310,28;62,73;336,94;28,53;<LOD;15,12;382,64;19,43;26,08;7,77;<LOD;0,85;<LOD;9,07;<LOD;5,27;28,03;6,83;253,25;29,01;155,67;23,81;562706,06;2963,58;28,42;2,01;39,14;2,07;<LOD;52,46;<LOD;1,5;<LOD;1,5;<LOD;1,5;115173,45;1514,23;6538,52;121,9;221955,19;1129,39;3658,71;48,67;<LOD;1871;;
302;05.10.2023 13:15;TestAll Geo;330,41;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;402,13;4,59;59,71;1,98;<LOD;3,47;31,8;1,9;4,47;0,68;15,06;3,25;<LOD;2,19;8,72;2,76;<LOD;34,11;<LOD;0,23;27,8;5,92;<LOD;37,61;27,48;9,78;79,76;18,25;<LOD;116,58;56792,8;257,64;287,74;38,02;124,55;7,86;101,52;6,85;4727,74;47,22;1,26;0,62;981,65;28,46;3993,28;72,63;255,37;62,28;344,1;25,97;<LOD;13,67;351,59;17,34;22,51;7,02;<LOD;0,78;<LOD;7,81;<LOD;4,58;30,9;6,26;226,72;24,75;120,63;20,1;612650,06;2420,24;24,76;1,79;33,89;1,8;<LOD;43,24;<LOD;1,5;<LOD;1,5;<LOD;1,5;98844,68;1222,08;2708,08;81,38;207769,09;1008,7;3025,3;39,82;<LOD;1483,49;;
303;05.10.2023 13:22;TestAll Geo;330,43;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;464,79;4,58;53,7;1,78;<LOD;3,68;63,5;2,28;6,16;0,7;16,62;3,12;<LOD;1,88;5,73;2,55;<LOD;30,71;0,34;0,15;18,92;5,17;<LOD;33,01;<LOD;14,17;100,41;16,61;<LOD;107,45;53620,72;234,52;345,02;36,69;189,48;10,47;94,95;6,96;6760,74;55,84;1,3;0,75;806,67;35,46;8083,73;111,93;385,64;83,95;567,37;25,29;41,85;8,99;478,97;17,11;68,33;6,96;<LOD;0,77;<LOD;6,83;<LOD;3,99;45,46;6,11;262,49;22,76;152,94;18,57;558432,63;2518,13;25,07;1,67;19,07;1,57;<LOD;44,93;<LOD;1,5;<LOD;1,5;<LOD;1,5;116832,84;1295,38;5931,57;97,34;241278,55;1027,19;2306,05;33,67;<LOD;1420,85;;
304;05.10.2023 13:34;TestAll Geo;330,78;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;461,7;4,56;60,34;1,86;<LOD;3,73;65,84;2,32;6,55;0,71;18,86;3,2;<LOD;1,86;4,02;2,56;<LOD;30,81;<LOD;0,21;15,38;5,08;<LOD;32,9;<LOD;13,31;109,09;16,25;<LOD;108,42;56856,73;240,59;399,33;37,93;241,2;13,13;101,09;7,22;7118,82;58,08;2,28;0,98;1099,55;41,26;9734,11;134,11;264,35;97,77;540,12;23,01;25,42;8,14;446,05;15,4;49,71;6,19;<LOD;0,69;<LOD;6,25;<LOD;3,54;44,19;5,55;296,46;21,44;187,48;17,55;525791,88;2608,87;25,73;1,68;20,97;1,6;<LOD;45,02;<LOD;1,5;<LOD;1,5;<LOD;1,5;133925,66;1374,9;7666,93;103,12;251577,91;1044,78;2276,78;31,51;<LOD;1403,26;;
305;05.10.2023 13:42;TestAll Geo;330,42;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;432,08;4,51;47,82;1,73;<LOD;3,76;61,07;2,3;6,35;0,72;19,47;3,28;<LOD;2,04;5,24;2,66;<LOD;31,77;0,24;0,15;10,29;5,08;<LOD;35,15;<LOD;14,57;99,26;17,37;168,73;69,54;54770,81;241,3;324,89;37,04;182,61;10,19;101,4;7,34;6894,98;58,07;1,53;0,74;845,72;34,92;7541,74;107,53;373,79;81,85;402,31;24,72;<LOD;13,29;410,97;16,81;46,55;6,85;<LOD;0,77;<LOD;7,09;<LOD;4,1;37,28;6,03;251,8;23,09;157,88;18,97;528384,69;2754,56;24,7;1,7;17,83;1,57;<LOD;45,46;<LOD;1,5;<LOD;1,5;<LOD;1,5;129719,13;1442,54;5462,77;99,24;257127,41;1087,25;2761,96;37,9;<LOD;1546,81;;
306;05.10.2023 13:50;TestAll Geo;330,56;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;336,42;5,97;65,19;2,35;<LOD;300000;36,43;2,34;<LOD;215,51;16,88;4,09;<LOD;2,93;<LOD;7,38;<LOD;43,04;<LOD;300000;33,25;7,73;<LOD;300000;<LOD;19,7;<LOD;39,25;<LOD;131,28;58715,08;391,66;<LOD;72,69;87,98;5,67;113,05;6,93;2872,19;31,59;<LOD;0,65;712,82;20,28;2724,06;52,93;253,22;47,79;89,65;27,88;<LOD;14,96;283,29;19,19;<LOD;11,72;<LOD;0,86;<LOD;9,54;<LOD;5,78;20,38;6,92;172,26;28,42;112,36;23,62;628990,56;2725,85;24,39;2,02;35,58;2,06;<LOD;52,5;<LOD;1,5;<LOD;1,5;<LOD;1,5;89024,05;1319,47;<LOD;119,44;201718,17;1125,76;4363,19;54,93;<LOD;1831,8;;
307;05.10.2023 13:58;TestAll Geo;330,31;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;368,16;4,1;64,03;1,88;<LOD;3,3;37,07;1,86;5,77;0,67;20,48;3,17;<LOD;1,84;5,7;2,59;<LOD;30,2;<LOD;0,21;23,56;5,1;<LOD;33,33;<LOD;13,93;<LOD;29,29;<LOD;100,97;43536,7;208,91;283,06;33,8;142,14;9,13;120,2;6,67;6204,86;51,5;1,33;0,72;1235,76;33,52;5065,51;84,08;360,36;71,17;386,12;23,89;<LOD;12,56;381,44;16,04;40,55;6,57;<LOD;0,73;<LOD;6,88;<LOD;3,88;41,12;5,91;228,99;22,08;126,88;17,98;597694,06;2323,89;22,95;1,64;33,63;1,68;<LOD;42,04;<LOD;1,5;<LOD;1,5;<LOD;1,5;102895,42;1177,2;807,96;59,27;232105,41;1029,81;2461,23;34,67;<LOD;1346,56;;
308;05.10.2023 14:08;TestAll Geo;330,28;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;372,02;4,38;68,27;2,05;4,28;2,47;37,42;2,01;5,53;0,71;22,46;3,43;<LOD;2,06;<LOD;4,15;<LOD;34,24;0,31;0,16;34,22;5,85;<LOD;37,27;<LOD;13,81;64,28;17,52;<LOD;108,44;46182,89;228,65;246,95;35,33;102,45;7,32;110,94;6,56;4378,06;43,32;1,39;0,59;1045,91;27,49;4028,25;68,97;346,23;60,27;320,85;25,93;<LOD;13,64;347,58;17,38;17,03;7;<LOD;0,79;<LOD;7,7;<LOD;4,45;29,88;6,27;215,62;24,11;126,84;19,76;624954,25;2315,67;23,13;1,75;34,81;1,81;<LOD;43,88;<LOD;1,5;<LOD;1,5;<LOD;1,5;89760,53;1134,6;458,91;62,85;215472,41;1047,72;3070,95;39,96;<LOD;1424,3;;
309;05.10.2023 14:17;TestAll Geo;330,48;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;298,41;3,95;270,98;3,6;<LOD;4,02;62,38;2,3;6,91;0,73;20,15;3,23;<LOD;1,94;<LOD;5,52;<LOD;31,14;0,28;0,15;100,11;6,93;<LOD;33,92;48,87;9,07;<LOD;29,28;<LOD;100,47;42428,6;207,1;643,59;40,48;135,4;9,57;173,03;7,26;6375,09;53,49;<LOD;2,18;7914,07;74,78;13015,61;128,56;405,18;81,56;998,43;26,6;<LOD;12;314,98;15,06;15,93;6,15;<LOD;0,68;<LOD;6,96;<LOD;4,01;25,84;5,44;214,09;22,34;134,5;18,43;560495,81;2569,37;26,14;1,69;27,89;1,68;<LOD;45,89;<LOD;1,5;<LOD;1,5;<LOD;1,5;102376,09;1254,29;5803,76;101,39;246323,86;1049,17;2685,84;37,84;<LOD;1605,45;;
310;05.10.2023 14:26;TestAll Geo;330,42;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;255,59;3,52;220,24;3,13;<LOD;3,59;50,8;2,01;4,89;0,63;17,63;2,98;<LOD;1,73;<LOD;5;<LOD;29,51;0,34;0,14;37,24;5,05;<LOD;31,35;<LOD;13,17;93,16;15,17;<LOD;87,45;30625,07;168,88;439,8;34,31;118,05;9,64;191,7;6,97;5842,69;49,22;3,47;1,28;5653,12;64,32;11939,79;122,73;397,7;79,31;1320,81;27,9;<LOD;12,58;409,97;15,72;44,27;6,39;<LOD;0,71;<LOD;6,56;<LOD;3,72;36,02;5,62;261,98;21,99;158,94;17,99;570550,31;2339,47;22,08;1,56;26,56;1,56;<LOD;39,43;<LOD;1,5;<LOD;1,5;<LOD;1,5;98295,63;1151,85;2115,18;69,87;260958,34;1090,16;2354,49;34,01;<LOD;1368,23;;
311;05.10.2023 14:33;TestAll Geo;330,18;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;319,7;7;300,9;5,67;<LOD;300000;68,69;3,25;<LOD;259,95;13,72;4,61;<LOD;3,77;<LOD;8,36;<LOD;54,93;<LOD;300000;144,65;12,17;<LOD;300000;30,26;17,3;<LOD;49,42;<LOD;146,17;54538,38;436,45;782,92;73,53;65,39;4,68;31,95;6,98;2275,76;26,82;1,64;0,72;4007,17;36,43;5689,47;61,9;293,99;44,61;241,44;31,33;<LOD;14,66;132,88;18,72;<LOD;11,37;<LOD;0,86;<LOD;11,05;<LOD;6,86;<LOD;10,61;114,26;31,61;84,64;26,64;549116,81;3688,41;26,62;2,35;30,73;2,38;<LOD;63,24;<LOD;1,5;<LOD;1,5;<LOD;1,5;101767,62;1709,13;5254,87;145,38;241111,11;1380,87;6353,35;77,51;<LOD;2611,33;;
312;05.10.2023 14:44;TestAll Geo;330,25;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;288,7;3,54;105,71;2,2;<LOD;3,22;38,13;1,79;5,51;0,63;19,6;2,97;<LOD;1,58;3,95;2,38;<LOD;28;0,27;0,13;26,38;4,67;<LOD;29,56;<LOD;12,79;<LOD;25,74;<LOD;87,09;32410,48;170,86;237,97;29,82;149,35;10,19;121,9;6,13;5756,74;46,92;2,45;1,07;3466,21;52,58;8543,59;107,59;410,1;78,89;254,2;20,51;<LOD;10,81;326,15;13,8;16,18;5,61;<LOD;0,62;<LOD;5,94;<LOD;3,37;29,32;5,02;183,68;18,95;123,12;15,76;591213,56;2222,1;23,95;1,56;32,13;1,58;<LOD;38,18;<LOD;1,5;<LOD;1,5;<LOD;1,5;106007,66;1136,81;256,31;48,19;242536,36;1040,24;2152,76;31,05;<LOD;1217,83;;
313;05.10.2023 14:50;TestAll Geo;330,56;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;292,22;3,8;103,42;2,33;<LOD;3,51;39,84;1,95;5,95;0,69;20,1;3,19;<LOD;1,86;<LOD;5,55;<LOD;32,14;0,41;0,15;26,49;5,17;<LOD;34,43;29,22;8,89;54,43;16;<LOD;95,35;35019,23;190,08;253,99;32,41;126,9;7,78;125,07;6,51;4556,5;44,71;1,29;0,79;2515,61;39,18;6605,17;83,59;292,5;60,61;89,35;22,67;<LOD;12,12;284,4;15,59;<LOD;9,53;<LOD;0,71;<LOD;7,23;<LOD;4,16;26,29;5,74;165,63;21,94;84,6;17,94;599064,19;2422,9;25,8;1,69;32,26;1,7;<LOD;42,47;<LOD;1,5;<LOD;1,5;<LOD;1,5;100012,23;1212,58;94,99;59,8;235967,86;1095,12;3071,36;40,59;<LOD;1463,8;;
314;05.10.2023 14:57;TestAll Geo;330,05;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;273,6;3,53;94,22;2,14;<LOD;3,21;31,92;1,73;5,14;0,63;21,68;3,08;<LOD;1,56;<LOD;5,01;<LOD;28,35;0,33;0,14;24,05;4,61;<LOD;30,6;<LOD;13,17;98,14;14,89;<LOD;83,43;25607,33;155,88;338,01;32,17;130,45;9,7;112,04;5,65;5382,13;44,06;1,58;1,02;3435,47;50,81;8650,03;104,79;359,36;74,52;794,43;23,32;49,79;7,91;464,37;14,9;62,41;6,05;<LOD;0,66;<LOD;6,02;<LOD;3,39;39,85;5,25;329,83;21,1;202,41;17,15;592290,06;2249,39;21,14;1,56;25,98;1,52;<LOD;38,74;<LOD;1,5;<LOD;1,5;<LOD;1,5;112784,64;1156,63;617,02;49,56;241141,22;1064,29;2083,35;29,77;<LOD;1159,5;;
315;05.10.2023 15:05;TestAll Geo;330,23;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;286,4;3,74;58,99;1,85;<LOD;3,48;45,69;2,04;5,26;0,67;20,35;3,22;<LOD;1,97;5,61;2,62;<LOD;31,67;0,37;0,15;40,85;5,56;<LOD;34,01;<LOD;14,57;90,89;16,51;<LOD;84,37;36896,79;195,67;379,58;35,9;159,84;8,84;121,11;7,13;6269,36;55,13;1,61;0,72;1273,54;33,82;6148,95;88,9;330,83;68,92;704,38;27,06;60,17;9,41;460,68;17,6;69,39;7,24;<LOD;0,8;<LOD;7,27;<LOD;4,19;47;6,37;333,37;24,53;205,38;19,94;554653,63;2634,78;23,11;1,67;31,19;1,7;<LOD;41,99;<LOD;1,5;<LOD;1,5;<LOD;1,5;125833,98;1376,96;2997,31;81,16;251263,8;1100,54;3185,43;39,89;<LOD;1472,96;;
316;05.10.2023 15:14;TestAll Geo;330,3;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;322,29;3,76;62,69;1,81;<LOD;3,35;46,99;1,97;5,46;0,65;19,56;3,05;<LOD;1,71;5,86;2,49;<LOD;29,83;0,23;0,14;46,03;5,39;<LOD;32,48;<LOD;13,43;<LOD;28,11;<LOD;90,5;32950,36;176,99;383,34;34;189,37;10,02;126,14;7,32;8295,33;62,19;1,47;0,82;1597,67;39,57;7966,33;103,74;463,74;78,86;542,98;24,3;<LOD;12,76;443,18;16,23;50,51;6,55;<LOD;0,73;<LOD;6,66;<LOD;3,79;44,19;5,86;294,31;22,34;168,93;18,1;515433,44;2713,89;25,32;1,62;30,71;1,62;<LOD;39,69;<LOD;1,5;<LOD;1,5;<LOD;1,5;137277,92;1445,26;3806,33;85,72;280152,81;1146,09;2939,73;38,31;<LOD;1470,79;;
317;05.10.2023 15:31;TestAll Geo;330,39;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;283,75;4,17;72,95;2,25;<LOD;3,98;48,57;2,33;5,17;0,75;19,6;3,58;<LOD;2,52;5,95;2,94;<LOD;37,78;0,32;0,17;50,77;6,6;<LOD;41,76;40,43;10,93;78,34;19,44;<LOD;88,98;33025,47;206,33;397,6;39,74;113,51;6,48;134,17;7,8;4639,53;40,21;1,09;0,53;985,24;25,29;4835,17;68,26;320,26;53,83;434,36;30,03;<LOD;15,98;411,19;20,26;37,82;8,14;<LOD;0,92;<LOD;8,53;<LOD;5,22;38,59;7,31;202,48;26,7;154,57;22,44;535449,25;3130,7;24,18;1,88;30,3;1,89;<LOD;46,19;<LOD;1,5;<LOD;1,5;<LOD;1,5;128246,46;1604,46;4000,83;108,87;266277,28;1281,86;4858,33;57,27;<LOD;1850,16;;
318;05.10.2023 15:38;TestAll Geo;330,49;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;171;3,06;211,83;3,08;<LOD;2,85;6,96;1,2;<LOD;134,94;9,95;2,69;<LOD;1,66;4,63;2,21;<LOD;28,18;0,25;0,14;7,54;4,38;<LOD;29,97;<LOD;12,62;<LOD;26,72;<LOD;97,47;44024,89;203,59;1800,32;54,49;65,85;9,76;97,72;5,68;3545,6;36,19;3,81;1,19;4147,85;55,67;3015,86;74,71;476,68;81,45;175,48;20,73;<LOD;11,3;343,09;14,4;21,06;5,85;<LOD;0,65;<LOD;6,26;<LOD;3,55;31,91;5,24;239,73;20,43;144,19;16,71;609128,63;2208,42;10,84;1,39;14,09;1,23;<LOD;33,03;<LOD;1,5;<LOD;1,5;<LOD;1,5;119139,91;1207,74;736,49;53,17;205416,63;919,84;2217,86;30,92;<LOD;1206,46;;
319;05.10.2023 15:46;TestAll Geo;330,1;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;229,22;3,66;228,93;3,44;<LOD;3,16;9,46;1,36;2,27;0,57;12,19;2,97;<LOD;1,94;4,47;2,45;<LOD;32,61;0,3;0,15;15,76;5,19;<LOD;35,68;<LOD;13,09;27,1;16,28;<LOD;106,69;47519,62;226,83;544,35;40,16;20,05;6,68;85,3;5,57;2735,4;36,17;2,18;0,84;3090,48;40,14;2348,43;57,04;370,03;60,08;411,71;31,3;<LOD;12,49;275,19;15,95;<LOD;9,72;<LOD;0,72;<LOD;7,61;<LOD;4,32;20,45;5,77;197,2;23,39;112,65;19,15;624367,44;2351,13;12;1,52;15,63;1,37;<LOD;35,78;<LOD;1,5;<LOD;1,5;<LOD;1,5;109818,14;1245,59;462,87;62,06;196077,78;956,46;3096,25;39,39;<LOD;1410,6;;
320;05.10.2023 15:54;TestAll Geo;330,05;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;187,18;3,09;210,6;3,02;<LOD;2,82;6,31;1,16;<LOD;121,21;6,65;2,51;<LOD;1,5;4,43;2,07;<LOD;28,31;0,21;0,13;15,77;4,32;<LOD;27,93;<LOD;11,85;<LOD;25,14;<LOD;88,03;32795,66;172,51;471,28;34,32;79,78;13,42;78,65;5;3443,4;34;3,53;1,25;4717,87;59,7;3571,5;73,85;343,3;78,82;428,45;21,03;<LOD;11,32;426,53;14,3;50,23;5,81;<LOD;0,64;<LOD;5,75;<LOD;3,22;41,64;5,17;296,14;19,81;159,35;15,93;614411,56;2133,23;9,51;1,34;14,42;1,21;<LOD;29,64;<LOD;1,5;<LOD;1,5;<LOD;1,5;124691,73;1167,78;604,94;46,47;206633,3;892,45;2066,22;28,16;<LOD;1078,46;;
321;05.10.2023 16:05;TestAll Geo;472,7;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;271,36;2,55;140,32;1,83;<LOD;2,41;41,75;1,35;4,53;0,44;16,64;2,12;<LOD;1,5;5,02;1,71;<LOD;20,91;0,42;0,1;31,79;3,54;<LOD;22,49;38;5,78;135,19;11,03;<LOD;62,64;31642,92;123,83;618,98;27,17;157,96;8,47;139,48;4,6;5534,33;33,77;2,83;0,95;4334,26;46,98;12412,45;101,05;294,56;64,72;1719,11;32,73;;;;;;;;;<LOD;5,97;<LOD;3,29;;;355,67;21,45;228,9;17,52;534289,88;2118,78;19,53;1,09;23,45;1,07;<LOD;26,98;<LOD;1,5;<LOD;1,5;<LOD;1,5;119456,33;1251,74;2265,03;64,82;280919,34;1135,2;1773,54;28,9;<LOD;1303,7;;
322;05.10.2023 16:10;TestAll Geo;330,29;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;321,35;3,88;122,15;2,46;<LOD;3,53;48,31;2,03;5,04;0,65;15,14;2,98;<LOD;1,68;6,44;2,46;<LOD;29,25;0,47;0,15;58,62;5,82;<LOD;32,84;32,79;8,25;120,54;15,74;<LOD;94;36495,62;189,95;825,88;42,7;144,01;11,42;132,64;6,48;5046,18;46,04;2,96;1,3;4198,01;66,02;14261,42;150,34;325,25;92,25;1637,29;28;69,77;8,3;488,34;15,6;63,38;6,27;<LOD;0,69;<LOD;6,2;<LOD;3,53;38,87;5,42;337,03;22,1;204,69;17,95;574895,56;2388,6;19,76;1,57;22,14;1,53;<LOD;40,59;<LOD;1,5;<LOD;1,5;<LOD;1,5;117407,97;1244,17;1239,89;57,52;236093,56;1037,16;2287,62;32,11;<LOD;1303,39;;
323;05.10.2023 16:17;TestAll Geo;330,28;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;287,53;3,84;137,29;2,67;<LOD;3,59;43,29;2,02;4,91;0,66;15,74;3,11;<LOD;1,93;4,9;2,52;<LOD;31,14;0,4;0,15;42,82;5,61;<LOD;34,55;35,14;8,77;134,69;16,78;<LOD;96,21;34700,49;190,82;670,82;41,2;113,72;9,65;126,55;6,29;4701,91;44,22;1,8;1,04;3138,81;52,53;10775,57;121,11;325,56;78,97;1775,96;30,6;88,05;8,98;515,96;16,94;66,16;6,75;<LOD;0,75;<LOD;6,72;<LOD;3,85;39,21;5,82;340,56;23,72;207,38;19,28;561151,25;2509,31;18,67;1,61;22,83;1,58;<LOD;40,75;<LOD;1,5;<LOD;1,5;<LOD;1,5;118626,05;1287,56;1502,73;63,57;252227,75;1110,33;2332,59;33,75;<LOD;1369,86;;
324;05.10.2023 16:28;TestAll Geo;330,62;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;457,58;19,67;47,42;6,17;<LOD;300000;32,67;6,49;<LOD;587,32;<LOD;19,09;<LOD;16,9;<LOD;23,48;<LOD;283,24;<LOD;300000;83,4;38,58;<LOD;300000;<LOD;135,85;<LOD;255,5;<LOD;380,18;58406,31;1201,8;327,67;166,64;13,53;2,21;4,92;2,51;352,84;9,42;<LOD;0,24;213,36;8,02;466,62;24,86;260,65;28,19;<LOD;169,39;<LOD;24,46;<LOD;45,11;<LOD;17,55;<LOD;1,3;<LOD;33,23;<LOD;21,17;<LOD;17,2;<LOD;121,55;<LOD;104,75;575811,56;13256,61;31,84;6,52;29,31;5,9;<LOD;143,43;<LOD;1,5;<LOD;1,5;<LOD;1,5;50748,11;4814,3;<LOD;798,66;231403,92;3422,25;39099,86;716,04;<LOD;13879,03;;
